cohort	cohort_label	sample	species	deduplicated_reads
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV050-C5_S10	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV050-C5_S10	HERV	102633
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV054-FUL_S27	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV054-FUL_S27	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV054-FUL_S27	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV054-FUL_S27	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV054-FUL_S27	HERV	40779
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV056-C3_S13	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV056-C3_S13	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV056-C3_S13	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV056-C3_S13	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV056-C3_S13	HERV	49400
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV064-P1_S17	HTLV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV064-P1_S17	HTLV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV064-P1_S17	HIV1	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV064-P1_S17	HIV2	0
HIV_WGS	WGS HIV+ DLBCL/BL	wgs_60samples_hiv_hl_HIV064-P1_S17	HERV	60816
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL344-P1_S08	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL344-P1_S08	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL344-P1_S08	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL344-P1_S08	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL344-P1_S08	HERV	69349
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL350-P1_S02	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL350-P1_S02	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL350-P1_S02	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL350-P1_S02	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL350-P1_S02	HERV	47593
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL389-P1_S14	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL389-P1_S14	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL389-P1_S14	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL389-P1_S14	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL389-P1_S14	HERV	75511
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL390-P1_S15	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL390-P1_S15	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL390-P1_S15	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL390-P1_S15	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL390-P1_S15	HERV	67762
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL394-P1_S17	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL394-P1_S17	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL394-P1_S17	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL394-P1_S17	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL394-P1_S17	HERV	46236
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL433-P1_S06	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL433-P1_S06	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL433-P1_S06	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL433-P1_S06	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL433-P1_S06	HERV	63979
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL448-P1_S16	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL448-P1_S16	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL448-P1_S16	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL448-P1_S16	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL448-P1_S16	HERV	46881
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL453-P1_S26	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL453-P1_S26	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL453-P1_S26	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL453-P1_S26	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL453-P1_S26	HERV	40946
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL463-P1_S26	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL463-P1_S26	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL463-P1_S26	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL463-P1_S26	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL463-P1_S26	HERV	51465
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL466-P1_S27	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL466-P1_S27	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL466-P1_S27	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL466-P1_S27	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL466-P1_S27	HERV	54680
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL474-P1_S30	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL474-P1_S30	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL474-P1_S30	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL474-P1_S30	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL474-P1_S30	HERV	57027
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL477-P1_S30	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL477-P1_S30	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL477-P1_S30	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL477-P1_S30	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL477-P1_S30	HERV	41315
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL574-P1_S11	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL574-P1_S11	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL574-P1_S11	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL574-P1_S11	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL574-P1_S11	HERV	77305
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL576-P1_S12	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL576-P1_S12	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL576-P1_S12	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL576-P1_S12	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL576-P1_S12	HERV	131237
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL600-P1_S24	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL600-P1_S24	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL600-P1_S24	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL600-P1_S24	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL600-P1_S24	HERV	41853
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL601-P1_S25	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL601-P1_S25	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL601-P1_S25	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL601-P1_S25	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL601-P1_S25	HERV	51864
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL604-P1_S04	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL604-P1_S04	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL604-P1_S04	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL604-P1_S04	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL604-P1_S04	HERV	53715
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL614-P1_S29	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL614-P1_S29	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL614-P1_S29	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL614-P1_S29	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL614-P1_S29	HERV	41343
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL615-P1_S15	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL615-P1_S15	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL615-P1_S15	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL615-P1_S15	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL615-P1_S15	HERV	52682
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL620-P1_S03	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL620-P1_S03	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL620-P1_S03	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL620-P1_S03	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL620-P1_S03	HERV	42037
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL627-P1_S08	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL627-P1_S08	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL627-P1_S08	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL627-P1_S08	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL627-P1_S08	HERV	36879
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL661-P1_S28	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL661-P1_S28	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL661-P1_S28	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL661-P1_S28	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL661-P1_S28	HERV	52447
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL674-P1_S07	HTLV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL674-P1_S07	HTLV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL674-P1_S07	HIV1	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL674-P1_S07	HIV2	0
HL_control	WGS HL controls	wgs_60samples_hiv_hl_HL674-P1_S07	HERV	68130
